DOCTNMBR,ACCDDATE,NTFYHOUR,COUNTY,MUNICIPALITY,MUNITYPE,ONHWYRP,ONHWYDIR,ONHWY,ONSTR,ATHWY,ATSTR,INTDIR,INTDIS,ACCDSVR,INJSVR,TOTFATL,TOTINJ,ACCDTYPE,MNRCOLL,ACCDLOC,HWYCLASS,CONSZONE,ALCFLAG,BIKEFLAG,CYCLFLAG,PEDFLAG,TOTVEH,LATDECDG,LONDECDG,geometry,index_right,STATEFP,COUNTYFP,TRACTCE,GEOID,GEOIDFQ,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,tract_id
7KL16H1TKJ,3/6/2021,2,MILWAUKEE,GREENFIELD,C,,,T,W BELOIT RD,100,S 108TH ST,E,3,INJ,A,0,1,PED,RTR,PL,U CITY,,Y,,,Y,1,42.975724,-88.046903,POINT (-88.046903 42.975724),10.0,55,079,120102,55079120102,1400000US55079120102,1201.02,Census Tract 1201.02,G5020,S,5221935.0,0.0,+42.9740986,-088.0496741,120102
7KL14NQ6NS,2/17/2018,22,MILWAUKEE,GREENFIELD,C,,,T,W BELOIT RD,,S 124TH ST,E,0,INJ,C,0,1,PED,NO,I,U CITY,,,,,Y,1,42.963857,-88.069132,POINT (-88.069132 42.963857),7.0,55,079,120101,55079120101,1400000US55079120101,1201.01,Census Tract 1201.01,G5020,S,5350704.0,14778.0,+42.9603465,-088.0485651,120101
7KL11VRP88,1/6/2020,18,MILWAUKEE,GREENFIELD,C,,,T,,,W HOWARD AVE,E,12,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,42.973219,-88.051681,POINT (-88.051681 42.973219),10.0,55,079,120102,55079120102,1400000US55079120102,1201.02,Census Tract 1201.02,G5020,S,5221935.0,0.0,+42.9740986,-088.0496741,120102
7KL15PL4G8,6/8/2021,11,MILWAUKEE,GREENFIELD,C,,,U,S 76TH ST,Y,W LAYTON AVE,N,6,INJ,B,0,1,PED,NO,PL,U CITY,,,,,Y,1,42.960052,-88.008166,POINT (-88.008166 42.960052),211.0,55,079,120202,55079120202,1400000US55079120202,1202.02,Census Tract 1202.02,G5020,S,1788049.0,0.0,+42.9658494,-087.9986830,120202
7KL11PTJND,3/11/2018,20,MILWAUKEE,GREENFIELD,C,,,U,S 76TH ST,Y,,S,1,INJ,A,0,1,PED,NO,N,U CITY,,,,,Y,1,42.959095,-88.008322,POINT (-88.008322 42.959095),212.0,55,079,120203,55079120203,1400000US55079120203,1202.03,Census Tract 1202.03,G5020,S,3235326.0,0.0,+42.9569488,-088.0077655,120203
7KL12M0C4X,1/9/2021,11,MILWAUKEE,GREENFIELD,C,,,U,S 76TH ST,,W COLD SPRING RD,N,6,INJ,C,0,1,PED,ANGL,PL,U CITY,,,,,Y,1,42.967302,-88.008138,POINT (-88.008138 42.967302),211.0,55,079,120202,55079120202,1400000US55079120202,1202.02,Census Tract 1202.02,G5020,S,1788049.0,0.0,+42.9658494,-087.9986830,120202
7KL11R2KVS,4/1/2019,15,MILWAUKEE,GREENFIELD,C,,,U,S 76TH ST,,W COLD SPRING RD,,0,INJ,A,0,2,PED,BLNK,I,U CITY,,,,,Y,2,42.966502,-88.008159,POINT (-88.008159 42.966502),211.0,55,079,120202,55079120202,1400000US55079120202,1202.02,Census Tract 1202.02,G5020,S,1788049.0,0.0,+42.9658494,-087.9986830,120202
7KL12M0C48,7/11/2020,15,MILWAUKEE,GREENFIELD,C,,,U,S 76TH ST,,W EDGERTON AVE,S,0,INJ,C,0,1,PED,NO,I,U CITY,,,,,Y,1,42.951968,-88.00841,POINT (-88.00841 42.951968),212.0,55,079,120203,55079120203,1400000US55079120203,1202.03,Census Tract 1202.03,G5020,S,3235326.0,0.0,+42.9569488,-088.0077655,120203
7KL10TWRFP,7/5/2019,22,MILWAUKEE,GREENFIELD,C,,,U,,Y,,S,4,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,42.958716,-88.008327,POINT (-88.008327 42.958716),212.0,55,079,120203,55079120203,1400000US55079120203,1202.03,Census Tract 1202.03,G5020,S,3235326.0,0.0,+42.9569488,-088.0077655,120203
7KL14PZ7RD,5/11/2017,10,MILWAUKEE,GREENFIELD,C,,,U,,,W COLD SPRING RD,,0,INJ,A,0,1,PED,BLNK,I,U CITY,,,,,Y,1,42.966437,-88.008159,POINT (-88.008159 42.966437),211.0,55,079,120202,55079120202,1400000US55079120202,1202.02,Census Tract 1202.02,G5020,S,1788049.0,0.0,+42.9658494,-087.9986830,120202
7KL14PZ7RF,5/11/2017,10,MILWAUKEE,GREENFIELD,C,,,U,,,W COLD SPRING RD,,0,INJ,A,0,1,PED,NO,I,U CITY,,,,,Y,1,42.966412,-88.008159,POINT (-88.008159 42.966412),211.0,55,079,120202,55079120202,1400000US55079120202,1202.02,Census Tract 1202.02,G5020,S,1788049.0,0.0,+42.9658494,-087.9986830,120202
7KL14HS297,9/4/2018,13,MILWAUKEE,GREENFIELD,C,,,Y,CTH Y,,S 35TH ST,E,3,INJ,B,0,1,PED,NO,N,U CITY,,Y,,,Y,1,42.959408,-87.958,POINT (-87.958 42.959408),292.0,55,079,120400,55079120400,1400000US55079120400,1204,Census Tract 1204,G5020,S,4794658.0,0.0,+42.9666958,-087.9655356,120400
7KL12N7DCP,12/24/2021,22,MILWAUKEE,GREENFIELD,C,,,Y,W LAYTON AVE,,S 35TH ST,E,5,INJ,A,0,1,PED,BLNK,N,U CITY,,,,,Y,1,42.959408,-87.957558,POINT (-87.957558 42.959408),292.0,55,079,120400,55079120400,1400000US55079120400,1204,Census Tract 1204,G5020,S,4794658.0,0.0,+42.9666958,-087.9655356,120400
7KL12KRB4H,8/15/2023,16,MILWAUKEE,GREENFIELD,C,,,Y,W LAYTON AVE,,S 60TH ST,W,1,INJ,B,0,1,,NO,I,U CITY,,,,,Y,1,42.959392,-87.988664,POINT (-87.988664 42.959392),212.0,55,079,120203,55079120203,1400000US55079120203,1202.03,Census Tract 1202.03,G5020,S,3235326.0,0.0,+42.9569488,-088.0077655,120203
7KL12M0C4G,9/5/2020,11,MILWAUKEE,GREENFIELD,C,,,Y,W LAYTON AVE,,S 62ND ST,W,3,INJ,B,0,2,PED,NO,N,U CITY,,,,Y,Y,1,42.959361,-87.992188,POINT (-87.992188 42.959361),212.0,55,079,120203,55079120203,1400000US55079120203,1202.03,Census Tract 1202.03,G5020,S,3235326.0,0.0,+42.9569488,-088.0077655,120203
7KL11VRP3W,5/24/2018,17,MILWAUKEE,GREENFIELD,C,,,Y,W LAYTON AVE,,S 68TH ST,E,6,INJ,C,0,1,PED,NO,N,U CITY,,,,,Y,1,0.0,0.0,POINT (0 0),,,,,,,,,,,,,,,
7KL11R2KSM,8/3/2018,16,MILWAUKEE,GREENFIELD,C,,,Y,W LAYTON AVE,,S 74TH ST,E,0,INJ,B,0,1,PED,ANGL,I,U CITY,,,,,Y,1,42.959271,-88.006132,POINT (-88.006132 42.959271),211.0,55,079,120202,55079120202,1400000US55079120202,1202.02,Census Tract 1202.02,G5020,S,1788049.0,0.0,+42.9658494,-087.9986830,120202
7KL10TWRH0,1/25/2020,18,MILWAUKEE,GREENFIELD,C,,,Y,,U,,W,1,INJ,B,0,1,,UNKN,I,U CITY,,,,,Y,1,42.959322,-88.008481,POINT (-88.008481 42.959322),212.0,55,079,120203,55079120203,1400000US55079120203,1202.03,Census Tract 1202.03,G5020,S,3235326.0,0.0,+42.9569488,-088.0077655,120203
7KL10TWRFJ,5/4/2019,20,MILWAUKEE,GREENFIELD,C,,,Y,,U,,W,5,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,42.959258,-88.009259,POINT (-88.009259 42.959258),212.0,55,079,120203,55079120203,1400000US55079120203,1202.03,Census Tract 1202.03,G5020,S,3235326.0,0.0,+42.9569488,-088.0077655,120203
7KL166DKRX,12/6/2019,15,MILWAUKEE,GREENFIELD,C,,,Y,,,S 51ST ST,E,1,INJ,B,0,1,PED,ANGL,I,U CITY,,,,,Y,1,42.959404,-87.978428,POINT (-87.978428 42.959404),292.0,55,079,120400,55079120400,1400000US55079120400,1204,Census Tract 1204,G5020,S,4794658.0,0.0,+42.9666958,-087.9655356,120400
7KL11GFB06,6/28/2019,6,MILWAUKEE,GREENFIELD,C,,,Y,,,S 51ST ST,W,5,INJ,B,0,1,PED,NO,PL,U CITY,,,,,Y,1,42.959405,-87.979502,POINT (-87.979502 42.959405),292.0,55,079,120400,55079120400,1400000US55079120400,1204,Census Tract 1204,G5020,S,4794658.0,0.0,+42.9666958,-087.9655356,120400
7KL15M4273,7/29/2019,18,MILWAUKEE,GREENFIELD,C,,,Y,,,S 51ST ST,,0,INJ,B,0,1,PED,NO,I,U CITY,,,,,Y,1,42.959402,-87.978542,POINT (-87.978542 42.959402),292.0,55,079,120400,55079120400,1400000US55079120400,1204,Census Tract 1204,G5020,S,4794658.0,0.0,+42.9666958,-087.9655356,120400
7KL0ZLVN2W,8/29/2017,11,MILWAUKEE,GREENFIELD,C,,,Y,,,S 74TH ST,E,5,INJ,B,0,1,TFSIGN,NO,N,U CITY,Y,,,,Y,1,42.959277,-88.00519,POINT (-88.00519 42.959277),211.0,55,079,120202,55079120202,1400000US55079120202,1202.02,Census Tract 1202.02,G5020,S,1788049.0,0.0,+42.9658494,-087.9986830,120202
7KL11PTJQ7,8/25/2018,7,MILWAUKEE,GREENFIELD,C,,,ZZ,W COLLEGE AVE,,S 31ST ST,W,11,INJ,A,0,3,,HEAD,N,U CITY,,,,,Y,2,42.930387,-87.955813,POINT (-87.955813 42.930387),225.0,55,079,150100,55079150100,1400000US55079150100,1501,Census Tract 1501,G5020,S,13308545.0,87446.0,+42.9141429,-087.9783700,150100
7KL12N7DHC,3/4/2023,18,MILWAUKEE,GREENFIELD,C,,,ZZ,W COLLEGE AVE,,S 35TH ST,,0,INJ,C,0,2,PED,BLNK,I,U CITY,,,,,Y,1,42.930474,-87.959305,POINT (-87.959305 42.930474),214.0,55,079,120501,55079120501,1400000US55079120501,1205.01,Census Tract 1205.01,G5020,S,2606172.0,0.0,+42.9407326,-087.9668206,120501
A248262,10/9/2009,12,MILWAUKEE,GREENFIELD,C,,,,CTH U S 76 ST,Y,,S,2,INJ,C,0,1,PED,NO,N,U CITY,,,,,Y,1,42.9589752,-88.0083235,POINT (-88.0083235 42.9589752),212.0,55,079,120203,55079120203,1400000US55079120203,1202.03,Census Tract 1202.03,G5020,S,3235326.0,0.0,+42.9569488,-088.0077655,120203
HJQ1J1L,7/20/2016,19,MILWAUKEE,GREENFIELD,C,,,,CTH U S 76TH ST,,W BARNARD AVE, ,0,INJ,B,0,1,,ANGL,I,U CITY,,,,,Y,1,42.9568587,-88.0083496,POINT (-88.0083496 42.9568587),212.0,55,079,120203,55079120203,1400000US55079120203,1202.03,Census Tract 1202.03,G5020,S,3235326.0,0.0,+42.9569488,-088.0077655,120203
A441822,12/24/2010,13,MILWAUKEE,GREENFIELD,C,,,,CTH U S 76TH ST,,W BARNARD AVE, ,0,INJ,B,0,1,PED,NO,I,U CITY,,,,,Y,1,42.9568587,-88.0083496,POINT (-88.0083496 42.9568587),212.0,55,079,120203,55079120203,1400000US55079120203,1202.03,Census Tract 1202.03,G5020,S,3235326.0,0.0,+42.9569488,-088.0077655,120203
A459435,5/14/2010,10,MILWAUKEE,GREENFIELD,C,,,,CTH U S 76TH ST,,W COLD SPRING RD, ,0,INJ,A,0,1,PED,NO,I,U CITY,,,,,Y,1,42.9665012,-88.0081591,POINT (-88.0081591 42.9665012),211.0,55,079,120202,55079120202,1400000US55079120202,1202.02,Census Tract 1202.02,G5020,S,1788049.0,0.0,+42.9658494,-087.9986830,120202
A003241,5/10/2010,15,MILWAUKEE,GREENFIELD,C,,,,CTH U S 76TH ST,,W HOLMES AVE, ,1,INJ,C,0,2,PED,NO,I,U CITY,,,,,Y,1,42.9538569,-88.0083865,POINT (-88.0083865 42.9538569),212.0,55,079,120203,55079120203,1400000US55079120203,1202.03,Census Tract 1202.03,G5020,S,3235326.0,0.0,+42.9569488,-088.0077655,120203
A169982,4/4/2011,14,MILWAUKEE,GREENFIELD,C,,,,CTH Y W LAYTON AVE,36,W LOOMIS RD, ,4,INJ,B,0,2,CURB,NO,N,U CITY,,,,,Y,1,42.9593725,-87.969935,POINT (-87.969935 42.9593725),215.0,55,079,120502,55079120502,1400000US55079120502,1205.02,Census Tract 1205.02,G5020,S,4060848.0,0.0,+42.9530460,-087.9651066,120502
A272183,3/16/2009,9,MILWAUKEE,GREENFIELD,C,,,,CTH Y W LAYTON AVE,N,S 92 ST, ,0,INJ,B,0,1,PED,NO,I,U CITY,,,,,Y,1,42.9592236,-88.0280993,POINT (-88.0280993 42.9592236),7.0,55,079,120101,55079120101,1400000US55079120101,1201.01,Census Tract 1201.01,G5020,S,5350704.0,14778.0,+42.9603465,-088.0485651,120101
A003426,7/15/2009,15,MILWAUKEE,GREENFIELD,C,,,,CTH Y W LAYTON AVE,,S 60 ST, ,1,INJ,B,0,1,PED,NO,I,U CITY,,,,,Y,1,42.9593909,-87.9885325,POINT (-87.9885325 42.9593909),292.0,55,079,120400,55079120400,1400000US55079120400,1204,Census Tract 1204,G5020,S,4794658.0,0.0,+42.9666958,-087.9655356,120400
7KL14HS28J,6/5/2018,12,MILWAUKEE,GREENFIELD,C,,,,PARKING LOT,24,W FOREST HOME AVE,,0,INJ,A,0,1,PED,NO,PL,U CITY,,,,,Y,1,42.987179,-87.970444,POINT (-87.970444 42.987179),213.0,55,079,120300,55079120300,1400000US55079120300,1203,Census Tract 1203,G5020,S,886271.0,0.0,+42.9809106,-087.9737644,120300
7KL12M0C7W,4/1/2022,10,MILWAUKEE,GREENFIELD,C,,,,PARKING LOT,24,W FOREST HOME AVE,,0,INJ,B,0,1,PED,NO,PL,U CITY,,,,,Y,1,42.967255,-88.005342,POINT (-88.005342 42.967255),211.0,55,079,120202,55079120202,1400000US55079120202,1202.02,Census Tract 1202.02,G5020,S,1788049.0,0.0,+42.9658494,-087.9986830,120202
7KL1245WS2,3/14/2019,0,MILWAUKEE,GREENFIELD,C,,,,PARKING LOT,36,,,0,INJ,B,0,1,PED,NO,PL,U CITY,,,,,Y,1,42.965113,-87.966302,POINT (-87.966302 42.965113),292.0,55,079,120400,55079120400,1400000US55079120400,1204,Census Tract 1204,G5020,S,4794658.0,0.0,+42.9666958,-087.9655356,120400
7KL0ZLVN41,12/15/2017,12,MILWAUKEE,GREENFIELD,C,,,,PARKING LOT,100,,,0,INJ,B,0,1,PED,REAR,PL,U CITY,,,,,Y,1,42.961018,-88.047061,POINT (-88.047061 42.961018),7.0,55,079,120101,55079120101,1400000US55079120101,1201.01,Census Tract 1201.01,G5020,S,5350704.0,14778.0,+42.9603465,-088.0485651,120101
7KL11VRP3H,4/13/2018,17,MILWAUKEE,GREENFIELD,C,,,,PARKING LOT,U,S 76TH ST,,0,INJ,A,0,1,PED,NO,PL,U CITY,,,,,Y,1,42.967631,-88.00972,POINT (-88.00972 42.967631),210.0,55,079,120201,55079120201,1400000US55079120201,1202.01,Census Tract 1202.01,G5020,S,1859546.0,0.0,+42.9673797,-088.0186896,120201
7KL17GNQ6S,4/25/2022,13,MILWAUKEE,GREENFIELD,C,,,,PARKING LOT,U,S 76TH ST,,0,INJ,C,0,1,PED,BLNK,PL,U CITY,,,,,Y,1,42.96767,-88.008994,POINT (-88.008994 42.96767),210.0,55,079,120201,55079120201,1400000US55079120201,1202.01,Census Tract 1202.01,G5020,S,1859546.0,0.0,+42.9673797,-088.0186896,120201
7KL1655JP6,7/15/2020,12,MILWAUKEE,GREENFIELD,C,,,,PARKING LOT,U,S 76TH ST,,0,INJ,A,0,1,PK VEH,SSS,PL,U CITY,,,,,Y,2,42.957187,-88.007258,POINT (-88.007258 42.957187),212.0,55,079,120203,55079120203,1400000US55079120203,1202.03,Census Tract 1202.03,G5020,S,3235326.0,0.0,+42.9569488,-088.0077655,120203
7KL12KRB1Z,11/10/2021,7,MILWAUKEE,GREENFIELD,C,,,,PARKING LOT,U,S 76TH ST,,0,INJ,B,0,1,PED,BLNK,PL,U CITY,,,,,Y,1,42.967516,-88.008937,POINT (-88.008937 42.967516),210.0,55,079,120201,55079120201,1400000US55079120201,1202.01,Census Tract 1202.01,G5020,S,1859546.0,0.0,+42.9673797,-088.0186896,120201
7KL11R2KX3,9/30/2019,16,MILWAUKEE,GREENFIELD,C,,,,PARKING LOT,U,,,0,INJ,C,0,1,PED,NO,PL,U CITY,,,,,Y,1,42.952694,-88.007791,POINT (-88.007791 42.952694),212.0,55,079,120203,55079120203,1400000US55079120203,1202.03,Census Tract 1202.03,G5020,S,3235326.0,0.0,+42.9569488,-088.0077655,120203
7KL0ZKMM0L,11/24/2017,18,MILWAUKEE,GREENFIELD,C,,,,PARKING LOT,U,,,0,PD,,0,0,PED,BLNK,PL,U CITY,,,,,Y,1,42.960678,-88.00769,POINT (-88.00769 42.960678),211.0,55,079,120202,55079120202,1400000US55079120202,1202.02,Census Tract 1202.02,G5020,S,1788049.0,0.0,+42.9658494,-087.9986830,120202
7KL16WD6N3,12/14/2022,13,MILWAUKEE,GREENFIELD,C,,,,PARKING LOT,Y,W LAYTON AVE,,0,INJ,B,0,1,PED,NO,PL,U CITY,,,,,Y,1,42.959634,-88.010367,POINT (-88.010367 42.959634),212.0,55,079,120203,55079120203,1400000US55079120203,1202.03,Census Tract 1202.03,G5020,S,3235326.0,0.0,+42.9569488,-088.0077655,120203
7KL163XHKV,9/15/2021,11,MILWAUKEE,GREENFIELD,C,,,,PARKING LOT,Y,W LAYTON AVE,,0,INJ,C,0,1,PED,ANGL,PL,U CITY,,,,,Y,1,42.960438,-88.045772,POINT (-88.045772 42.960438),7.0,55,079,120101,55079120101,1400000US55079120101,1201.01,Census Tract 1201.01,G5020,S,5350704.0,14778.0,+42.9603465,-088.0485651,120101
7KL16H1TL6,11/9/2021,12,MILWAUKEE,GREENFIELD,C,,,,PARKING LOT,,7985 W LAYTON AV,,0,INJ,A,0,1,PED,BLNK,PL,U CITY,,,,,Y,1,0.0,0.0,POINT (0 0),,,,,,,,,,,,,,,
7KL12N7DD2,1/24/2022,12,MILWAUKEE,GREENFIELD,C,,,,PARKING LOT,,SURA LN,,0,INJ,B,0,1,PED,NO,PL,U CITY,,,,,Y,1,42.96117,-88.022712,POINT (-88.022712 42.96117),212.0,55,079,120203,55079120203,1400000US55079120203,1202.03,Census Tract 1202.03,G5020,S,3235326.0,0.0,+42.9569488,-088.0077655,120203
7KL17W13B6,8/30/2023,18,MILWAUKEE,GREENFIELD,C,,,,PARKING LOT,,W HOLMES AVE,,0,INJ,B,0,1,,BLNK,PL,U CITY,,,,,Y,1,42.954306,-88.00773,POINT (-88.00773 42.954306),212.0,55,079,120203,55079120203,1400000US55079120203,1202.03,Census Tract 1202.03,G5020,S,3235326.0,0.0,+42.9569488,-088.0077655,120203
7KL14HS2FM,12/29/2021,8,MILWAUKEE,GREENFIELD,C,,,,PRIVATE PROPERTY,Y,W LAYTON AVE,,0,INJ,B,0,1,PED,NO,PL,U CITY,,,,,Y,1,42.959406,-88.047357,POINT (-88.047357 42.959406),7.0,55,079,120101,55079120101,1400000US55079120101,1201.01,Census Tract 1201.01,G5020,S,5350704.0,14778.0,+42.9603465,-088.0485651,120101
7KL14HS29J,12/9/2018,13,MILWAUKEE,GREENFIELD,C,,,,PRIVATE PROPERTY,Y,,,0,INJ,B,0,1,PED,NO,PL,U CITY,,,,,Y,2,42.958808,-88.008967,POINT (-88.008967 42.958808),212.0,55,079,120203,55079120203,1400000US55079120203,1202.03,Census Tract 1202.03,G5020,S,3235326.0,0.0,+42.9569488,-088.0077655,120203
A003270,2/1/2010,14,MILWAUKEE,GREENFIELD,C,,,,S 100TH ST,NW,W OKLAHOMA AVE,S,10,INJ,C,0,1,PED,NO,N,U CITY,,,,,Y,1,42.9865846,-88.0374349,POINT (-88.0374349 42.9865846),202.0,55,079,019400,55079019400,1400000US55079019400,194,Census Tract 194,G5020,S,1302294.0,0.0,+42.9845779,-088.0275565,019400
7KL11VRP41,6/4/2018,15,MILWAUKEE,GREENFIELD,C,,,,S 116TH ST,,S 116TH ST (1),N,10,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,42.953285,-88.057915,POINT (-88.057915 42.953285),7.0,55,079,120101,55079120101,1400000US55079120101,1201.01,Census Tract 1201.01,G5020,S,5350704.0,14778.0,+42.9603465,-088.0485651,120101
A143713,5/25/2009,15,MILWAUKEE,GREENFIELD,C,,,,S 121 ST,,W WHITAKER AVE,S,9,INJ,B,0,2,PED,NO,N,U CITY,,,,,Y,1,42.962968,-88.0632354,POINT (-88.0632354 42.962968),7.0,55,079,120101,55079120101,1400000US55079120101,1201.01,Census Tract 1201.01,G5020,S,5350704.0,14778.0,+42.9603465,-088.0485651,120101
7KL1655JPP,2/9/2021,18,MILWAUKEE,GREENFIELD,C,,,,S 124TH ST,,W CROSSING BLVD,S,7,INJ,C,0,1,PED,ANGL,N,U CITY,,,,,Y,1,42.961253,-88.069177,POINT (-88.069177 42.961253),7.0,55,079,120101,55079120101,1400000US55079120101,1201.01,Census Tract 1201.01,G5020,S,5350704.0,14778.0,+42.9603465,-088.0485651,120101
7KL12M0C7L,3/12/2022,13,MILWAUKEE,GREENFIELD,C,,,,S 33RD ST,,W SAINT FRANCIS AVE,S,4,INJ,A,0,2,,HEAD,N,U CITY,,,,,Y,2,42.978856,-87.955763,POINT (-87.955763 42.978856),292.0,55,079,120400,55079120400,1400000US55079120400,1204,Census Tract 1204,G5020,S,4794658.0,0.0,+42.9666958,-087.9655356,120400
7KL121PTKT,7/27/2023,18,MILWAUKEE,GREENFIELD,C,,,,S 34TH ST,,W VOGEL AVE,N,4,FAT,K,1,0,PED,NO,N,U CITY,,,,,Y,1,42.953651,-87.957086,POINT (-87.957086 42.953651),215.0,55,079,120502,55079120502,1400000US55079120502,1205.02,Census Tract 1205.02,G5020,S,4060848.0,0.0,+42.9530460,-087.9651066,120502
7KL10TWRGF,11/29/2019,19,MILWAUKEE,GREENFIELD,C,,,,S 35TH ST,36,,S,6,INJ,C,0,1,PED,NO,N,U CITY,,,,,Y,1,42.971342,-87.958398,POINT (-87.958398 42.971342),292.0,55,079,120400,55079120400,1400000US55079120400,1204,Census Tract 1204,G5020,S,4794658.0,0.0,+42.9666958,-087.9655356,120400
HJ4VPJD,8/6/2012,12,MILWAUKEE,GREENFIELD,C,,,,S 35TH ST,,W COLD SPRING RD,N,20,INJ,C,0,1,,SSS,N,U CITY,Y,,,,Y,1,42.9696116,-87.958437,POINT (-87.958437 42.9696116),292.0,55,079,120400,55079120400,1400000US55079120400,1204,Census Tract 1204,G5020,S,4794658.0,0.0,+42.9666958,-087.9655356,120400
HJQ01KG,3/2/2016,20,MILWAUKEE,GREENFIELD,C,,,,S 43RD ST,Y,W LAYTON AVE,S,9,INJ,A,0,1,PED,NO,N,U CITY,,,,,Y,1,42.9581171,-87.9686003,POINT (-87.9686003 42.9581171),215.0,55,079,120502,55079120502,1400000US55079120502,1205.02,Census Tract 1205.02,G5020,S,4060848.0,0.0,+42.9530460,-087.9651066,120502
7KL16XM7RF,9/7/2022,17,MILWAUKEE,GREENFIELD,C,,,,S 43RD ST,,W MORGAN AVE,S,1,INJ,C,0,2,PED,NO,I,U CITY,,,,,Y,1,42.980985,-87.968094,POINT (-87.968094 42.980985),213.0,55,079,120300,55079120300,1400000US55079120300,1203,Census Tract 1203,G5020,S,886271.0,0.0,+42.9809106,-087.9737644,120300
HJ5VBG7,2/15/2013,10,MILWAUKEE,GREENFIELD,C,,,,S 47TH ST,,W MORGAN AVE,S,6,INJ,C,0,1,,NO,N,U CITY,,,,,Y,1,42.9801372,-87.9734148,POINT (-87.9734148 42.9801372),213.0,55,079,120300,55079120300,1400000US55079120300,1203,Census Tract 1203,G5020,S,886271.0,0.0,+42.9809106,-087.9737644,120300
HJ53CM0,8/8/2013,14,MILWAUKEE,GREENFIELD,C,,,,S 48TH ST,,W COLDSPRING RD,S,9,INJ,A,0,1,,ANGL,N,U CITY,,,,,Y,1,42.9653575,-87.9747169,POINT (-87.9747169 42.9653575),292.0,55,079,120400,55079120400,1400000US55079120400,1204,Census Tract 1204,G5020,S,4794658.0,0.0,+42.9666958,-087.9655356,120400
HJ53CKD,10/27/2012,14,MILWAUKEE,GREENFIELD,C,,,,S 48TH ST,,W LAYTON AVE,N,6,INJ,B,0,1,,ANGL,N,U CITY,,,,,Y,1,42.9602455,-87.9748129,POINT (-87.9748129 42.9602455),292.0,55,079,120400,55079120400,1400000US55079120400,1204,Census Tract 1204,G5020,S,4794658.0,0.0,+42.9666958,-087.9655356,120400
A003307,6/3/2009,14,MILWAUKEE,GREENFIELD,C,,,,S 60 ST,Y,W LAYTON AVE,S,50,INJ,C,0,1,PED,NO,N,U CITY,,,,,Y,1,42.9521371,-87.9886374,POINT (-87.9886374 42.9521371),215.0,55,079,120502,55079120502,1400000US55079120502,1205.02,Census Tract 1205.02,G5020,S,4060848.0,0.0,+42.9530460,-087.9651066,120502
7KL11R2KT8,10/12/2018,19,MILWAUKEE,GREENFIELD,C,,,,S 60TH ST,Y,W LAYTON AVE,S,9,INJ,A,0,1,PED,ANGL,N,U CITY,,,,,Y,1,42.958038,-87.988567,POINT (-87.988567 42.958038),212.0,55,079,120203,55079120203,1400000US55079120203,1202.03,Census Tract 1202.03,G5020,S,3235326.0,0.0,+42.9569488,-088.0077655,120203
7KL11R2KVB,1/4/2019,7,MILWAUKEE,GREENFIELD,C,,,,S 60TH ST,,W EDGERTON AVE,N,15,INJ,C,0,1,PED,NO,I,U CITY,,,,,Y,1,42.954358,-87.988605,POINT (-87.988605 42.954358),215.0,55,079,120502,55079120502,1400000US55079120502,1205.02,Census Tract 1205.02,G5020,S,4060848.0,0.0,+42.9530460,-087.9651066,120502
7KL12JJ8ZH,7/22/2022,18,MILWAUKEE,GREENFIELD,C,,,,S 68TH ST,,W BOTTSFORD AVE,S,1,INJ,B,0,1,PED,NO,I,U CITY,,,,,Y,1,42.965207,-87.998246,POINT (-87.998246 42.965207),211.0,55,079,120202,55079120202,1400000US55079120202,1202.02,Census Tract 1202.02,G5020,S,1788049.0,0.0,+42.9658494,-087.9986830,120202
7KL0ZLVN4B,1/13/2018,14,MILWAUKEE,GREENFIELD,C,,,,S 74TH ST,Y,,S,1,INJ,C,0,1,PED,NO,I,U CITY,,,,,Y,1,42.959175,-88.006219,POINT (-88.006219 42.959175),212.0,55,079,120203,55079120203,1400000US55079120203,1202.03,Census Tract 1202.03,G5020,S,3235326.0,0.0,+42.9569488,-088.0077655,120203
7KL166DKTH,8/13/2021,16,MILWAUKEE,GREENFIELD,C,,,,S 74TH ST,,W EDGERTON AVE,N,0,INJ,A,0,1,,HEAD,I,U CITY,,,,,Y,1,42.952068,-88.006342,POINT (-88.006342 42.952068),212.0,55,079,120203,55079120203,1400000US55079120203,1202.03,Census Tract 1202.03,G5020,S,3235326.0,0.0,+42.9569488,-088.0077655,120203
7KL12N7D8F,11/17/2020,12,MILWAUKEE,GREENFIELD,C,,,,S 74TH ST,,W HOLMES AVE,S,3,INJ,A,0,1,PED,NO,PL,U CITY,,,,,Y,1,42.953444,-88.006648,POINT (-88.006648 42.953444),212.0,55,079,120203,55079120203,1400000US55079120203,1202.03,Census Tract 1202.03,G5020,S,3235326.0,0.0,+42.9569488,-088.0077655,120203
